"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
septrin_susceptibility_5,microbiology_results,,checkbox,"Co-trimoxazole (Trimethorpim/Sulfamethoxazole) Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_5] = 2 or [pn_result_5] = 3",,,,,,
doxy_susceptibility_5,microbiology_results,,checkbox,"Doxycycline Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_5] = 2 or [pn_result_5] = 3",,,,,,
levoflox_suscept_5,microbiology_results,,checkbox,"Levofloxacin Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_5] = 2 or [pn_result_5] = 3",,,,,,
cef_susceptibility_5,microbiology_results,,checkbox,"Ceftriaxone Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_5] = 2 or [pn_result_5] = 3",,,,,,
pn_uat_result_5,microbiology_results,,radio,"Pneumococcal urinary antigen test result (BinaxNOW)","1, Negative|2, Positive",,,,,,"[micro_test_5] = '7'",y,,,,,
lg_uat_result_5,microbiology_results,,radio,"Legionella urinary antigen test result","1, Negative|2, Positive",,,,,,"[micro_test_5] = '8'",y,,,,,
micro_final_report_5,microbiology_results,,yesno,"Is this the final report?",,,,,,,"[micro_test_5] = '1' or [micro_test_5] = '2' or [micro_test_5] = '3' or [micro_test_5] = '4' or [micro_test_5] = '5' or [micro_test_5] = '6'",y,,,,,
micro_report_header_5,microbiology_results,,descriptive,"<div class=""red"";><i><span style=""font-weight:normal;font-color:red;font-size:112%"">If final report has not been received, mark form as unverified and amend entries if necessary, once the final report is received. ",,,,,,,"[micro_final_report_5] = '0'",,,,,,
microtest_done_6,microbiology_results,,yesno,"Add another?",,,,,,,[microtest_done_5]=1,,RH,,,,
microday_6,microbiology_results,,text,"Days from admission to Micro Test 6",,,,,,,[microtest_done_6]=1,,,,,,
micro_test_6,microbiology_results,,radio,"Microbiology Test Type","1, Blood culture|2, Sputum|3, Respiratory swab|4, Pleural fluid|5, Bronchoalveolar lavage|6, Tracheal Aspirate|7, Urinary antigen  - pneumococcus|8, Urinary antigen - legionella",,,,,,[microtest_done_6]=1,y,,,,,
micro_isolates_6,microbiology_results,,radio,"<div class=""rich-text-field-label""><p>Isolates Identified?</p> <p><span style=""font-weight: normal;"">(pathogens only)</span></p></div>","1, Yes|2, No|3, Unknown",,,,,,"[micro_test_6] = '1' or [micro_test_6] = '2' or [micro_test_6] = '3' or [micro_test_6] = '4' or [micro_test_6] = '5' or [micro_test_6] = '6'",,,,,,
isolate_identified_6,microbiology_results,,checkbox,"Isolate Name","1, Aspergillus|2, Streptococcus Agalactiae|3, Candida|4, Achromobacter Xylosoxidans|5, Bacteroides|6, Bacteroides fragilis|7, Bacteroides ovatus|8, Bacteroides uniformis|9, Burholderia cepacia|10, Citrobacter freundii complex|11, Citrobacter koseri|12, Clostridium perfringens|13, Eggerthella lenta|14, Enterobacter aerogenes|15, Enterobacter cloacae|16, Enterococcus faecalis|17, Enterococcus faecium|18, Escherichia coli|19, Haemophilus influenzae|20, Haemophilus parainfluenzae|21, Klebsiella oxytoca|22, Klebsiella pneumoniae|23, Morganella morganii|24, Peptostreptococcus anaerobius|25, Proteus mirabilis|26, Pseudomonas aeruginosa|27, Serratia marcescens|28, Staphylcoccus aureus|29, Streptococcus anginosus|30, Streptococcus pneumoniae|31, Streptococcus salivarius group|32, Stenotrophomonas maltophilia|33, Acinetobacter|34, Aspergillus niger|35, Bacillus|36, Candida albicans|37, Candida glabrata|38, Candida tropicalis|39, Coagulase negative staphylcoccus|40, Corynebacterium|41, Enterococcus|42, Gram positive coccus|43, Klebsiella|44, Legionella pneumoniae|45, MRSA|46, MSSA|47, Moraxella catarrhalis|48, Mycobacterium tuberculosis|49, Pneumocytis jirovecii|50, Pseudomonas|51, Pseudomonas fluorescens|52, Staphylcoccus|53, Staphylococcus capitis|54, Staphylococcus epidermidis|55, Staphylococcus hominis|56, Streptococcus|57, Streptococcus beta-hemolytic|58, Streptococcus pyogenes|59, Streptococcus viridans|60, Yeast|61, Other",,,,,,"[micro_isolates_6] = '1'",,,,,,
micro_other_6,microbiology_results,,text,"If other, please specify",,,,,,,"[isolate_identified_6(61)] = '1'",,,,,,
pn_result_6,microbiology_results,,radio,"Pneumococcal result","1, Not tested/no result|2, Non-typable|3, Serotype obtained",,,,,,"[isolate_identified_6(30)] = 1",,,,,,
pn_st_6,microbiology_results,,text,Serotype,,,,,,,"[pn_result_6] = 3",,,,,,
micro_lab_6,microbiology_results,,radio,"Sent to Central Lab","1, Yes|2, No|3, Unknown",,,,,,"[micro_test_6] < 6 and [isolate_identified_6(30)] = '1'",,,,,,
pen_susceptibility_6,microbiology_results,,checkbox,"Penicillin Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_6] = 2 or [pn_result_6] = 3",,,,,,
septrin_susceptibility_6,microbiology_results,,checkbox,"Co-trimoxazole (Trimethorpim/Sulfamethoxazole) Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_6] = 2 or [pn_result_6] = 3",,,,,,
doxy_susceptibility_6,microbiology_results,,checkbox,"Doxycycline Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_6] = 2 or [pn_result_6] = 3",,,,,,
levoflox_suscept_6,microbiology_results,,checkbox,"Levofloxacin Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_6] = 2 or [pn_result_6] = 3",,,,,,
cef_susceptibility_6,microbiology_results,,checkbox,"Ceftriaxone Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_6] = 2 or [pn_result_6] = 3",,,,,,
pn_uat_result_6,microbiology_results,,radio,"Pneumococcal urinary antigen test result (BinaxNOW)","1, Negative|2, Positive",,,,,,"[micro_test_6] = '7'",y,,,,,
lg_uat_result_6,microbiology_results,,radio,"Legionella urinary antigen test result","1, Negative|2, Positive",,,,,,"[micro_test_6] = '8'",y,,,,,
micro_final_report_6,microbiology_results,,yesno,"Is this the final report?",,,,,,,"[micro_test_6] = '1' or [micro_test_6] = '2' or [micro_test_6] = '3' or [micro_test_6] = '4' or [micro_test_6] = '5' or [micro_test_6] = '6'",y,,,,,
micro_report_header_6,microbiology_results,,descriptive,"<div class=""red"";><i><span style=""font-weight:normal;font-color:red;font-size:112%"">If final report has not been received, mark form as unverified and amend entries if necessary, once the final report is received. ",,,,,,,"[micro_final_report_6] = '0'",,,,,,
microtest_done_7,microbiology_results,,yesno,"Add another?",,,,,,,[microtest_done_6]=1,,RH,,,,
microday_7,microbiology_results,,text,"Days from admission to Micro Test 7",,,,,,,[microtest_done_7]=1,,,,,,
micro_test_7,microbiology_results,,radio,"Microbiology Test Type","1, Blood culture|2, Sputum|3, Respiratory swab|4, Pleural fluid|5, Bronchoalveolar lavage|6, Tracheal Aspirate|7, Urinary antigen  - pneumococcus|8, Urinary antigen - legionella",,,,,,[microtest_done_7]=1,y,,,,,
micro_isolates_7,microbiology_results,,radio,"<div class=""rich-text-field-label""><p>Isolates Identified?</p> <p><span style=""font-weight: normal;"">(pathogens only)</span></p></div>","1, Yes|2, No|3, Unknown",,,,,,"[micro_test_7] = '1' or [micro_test_7] = '2' or [micro_test_7] = '3' or [micro_test_7] = '4' or [micro_test_7] = '5' or [micro_test_7] = '6'",,,,,,
isolate_identified_7,microbiology_results,,checkbox,"Isolate Name","1, Aspergillus|2, Streptococcus Agalactiae|3, Candida|4, Achromobacter Xylosoxidans|5, Bacteroides|6, Bacteroides fragilis|7, Bacteroides ovatus|8, Bacteroides uniformis|9, Burholderia cepacia|10, Citrobacter freundii complex|11, Citrobacter koseri|12, Clostridium perfringens|13, Eggerthella lenta|14, Enterobacter aerogenes|15, Enterobacter cloacae|16, Enterococcus faecalis|17, Enterococcus faecium|18, Escherichia coli|19, Haemophilus influenzae|20, Haemophilus parainfluenzae|21, Klebsiella oxytoca|22, Klebsiella pneumoniae|23, Morganella morganii|24, Peptostreptococcus anaerobius|25, Proteus mirabilis|26, Pseudomonas aeruginosa|27, Serratia marcescens|28, Staphylcoccus aureus|29, Streptococcus anginosus|30, Streptococcus pneumoniae|31, Streptococcus salivarius group|32, Stenotrophomonas maltophilia|33, Acinetobacter|34, Aspergillus niger|35, Bacillus|36, Candida albicans|37, Candida glabrata|38, Candida tropicalis|39, Coagulase negative staphylcoccus|40, Corynebacterium|41, Enterococcus|42, Gram positive coccus|43, Klebsiella|44, Legionella pneumoniae|45, MRSA|46, MSSA|47, Moraxella catarrhalis|48, Mycobacterium tuberculosis|49, Pneumocytis jirovecii|50, Pseudomonas|51, Pseudomonas fluorescens|52, Staphylcoccus|53, Staphylococcus capitis|54, Staphylococcus epidermidis|55, Staphylococcus hominis|56, Streptococcus|57, Streptococcus beta-hemolytic|58, Streptococcus pyogenes|59, Streptococcus viridans|60, Yeast|61, Other",,,,,,"[micro_isolates_7] = '1'",,,,,,
micro_other_7,microbiology_results,,text,"If other, please specify",,,,,,,"[isolate_identified_7(61)] = '1'",,,,,,
pn_result_7,microbiology_results,,radio,"Pneumococcal result","1, Not tested/no result|2, Non-typable|3, Serotype obtained",,,,,,"[isolate_identified_7(30)] = 1",,,,,,
pn_st_7,microbiology_results,,text,Serotype,,,,,,,"[pn_result_7] = 3",,,,,,
micro_lab_7,microbiology_results,,radio,"Sent to Central Lab","1, Yes|2, No|3, Unknown",,,,,,"[micro_test_7] < 6 and [isolate_identified_7(30)] = '1'",,,,,,
pen_susceptibility_7,microbiology_results,,checkbox,"Penicillin Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_7] = 2 or [pn_result_7] = 3",,,,,,
septrin_susceptibility_7,microbiology_results,,checkbox,"Co-trimoxazole (Trimethorpim/Sulfamethoxazole) Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_7] = 2 or [pn_result_7] = 3",,,,,,
doxy_susceptibility_7,microbiology_results,,checkbox,"Doxycycline Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_7] = 2 or [pn_result_7] = 3",,,,,,
levoflox_suscept_7,microbiology_results,,checkbox,"Levofloxacin Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_7] = 2 or [pn_result_7] = 3",,,,,,
cef_susceptibility_7,microbiology_results,,checkbox,"Ceftriaxone Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_7] = 2 or [pn_result_7] = 3",,,,,,
pn_uat_result_7,microbiology_results,,radio,"Pneumococcal urinary antigen test result (BinaxNOW)","1, Negative|2, Positive",,,,,,"[micro_test_7] = '7'",y,,,,,
lg_uat_result_7,microbiology_results,,radio,"Legionella urinary antigen test result","1, Negative|2, Positive",,,,,,"[micro_test_7] = '8'",y,,,,,
micro_final_report_7,microbiology_results,,yesno,"Is this the final report?",,,,,,,"[micro_test_7] = '1' or [micro_test_7] = '2' or [micro_test_7] = '3' or [micro_test_7] = '4' or [micro_test_7] = '5' or [micro_test_7] = '6'",y,,,,,
micro_report_header_7,microbiology_results,,descriptive,"<div class=""red"";><i><span style=""font-weight:normal;font-color:red;font-size:112%"">If final report has not been received, mark form as unverified and amend entries if necessary, once the final report is received. ",,,,,,,"[micro_final_report_7] = '0'",,,,,,
microtest_done_8,microbiology_results,,yesno,"Add another?",,,,,,,[microtest_done_7]=1,,RH,,,,
microday_8,microbiology_results,,text,"Days from admission to Micro Test 8",,,,,,,[microtest_done_8]=1,,,,,,
micro_test_8,microbiology_results,,radio,"Microbiology Test Type","1, Blood culture|2, Sputum|3, Respiratory swab|4, Pleural fluid|5, Bronchoalveolar lavage|6, Tracheal Aspirate|7, Urinary antigen  - pneumococcus|8, Urinary antigen - legionella",,,,,,[microtest_done_8]=1,y,,,,,
micro_isolates_8,microbiology_results,,radio,"<div class=""rich-text-field-label""><p>Isolates Identified?</p> <p><span style=""font-weight: normal;"">(pathogens only)</span></p></div>","1, Yes|2, No|3, Unknown",,,,,,"[micro_test_8] = '1' or [micro_test_8] = '2' or [micro_test_8] = '3' or [micro_test_8] = '4' or [micro_test_8] = '5' or [micro_test_8] = '6'",,,,,,
isolate_identified_8,microbiology_results,,checkbox,"Isolate Name","1, Aspergillus|2, Streptococcus Agalactiae|3, Candida|4, Achromobacter Xylosoxidans|5, Bacteroides|6, Bacteroides fragilis|7, Bacteroides ovatus|8, Bacteroides uniformis|9, Burholderia cepacia|10, Citrobacter freundii complex|11, Citrobacter koseri|12, Clostridium perfringens|13, Eggerthella lenta|14, Enterobacter aerogenes|15, Enterobacter cloacae|16, Enterococcus faecalis|17, Enterococcus faecium|18, Escherichia coli|19, Haemophilus influenzae|20, Haemophilus parainfluenzae|21, Klebsiella oxytoca|22, Klebsiella pneumoniae|23, Morganella morganii|24, Peptostreptococcus anaerobius|25, Proteus mirabilis|26, Pseudomonas aeruginosa|27, Serratia marcescens|28, Staphylcoccus aureus|29, Streptococcus anginosus|30, Streptococcus pneumoniae|31, Streptococcus salivarius group|32, Stenotrophomonas maltophilia|33, Acinetobacter|34, Aspergillus niger|35, Bacillus|36, Candida albicans|37, Candida glabrata|38, Candida tropicalis|39, Coagulase negative staphylcoccus|40, Corynebacterium|41, Enterococcus|42, Gram positive coccus|43, Klebsiella|44, Legionella pneumoniae|45, MRSA|46, MSSA|47, Moraxella catarrhalis|48, Mycobacterium tuberculosis|49, Pneumocytis jirovecii|50, Pseudomonas|51, Pseudomonas fluorescens|52, Staphylcoccus|53, Staphylococcus capitis|54, Staphylococcus epidermidis|55, Staphylococcus hominis|56, Streptococcus|57, Streptococcus beta-hemolytic|58, Streptococcus pyogenes|59, Streptococcus viridans|60, Yeast|61, Other",,,,,,"[micro_isolates_8] = '1'",,,,,,
micro_other_8,microbiology_results,,text,"If other, please specify",,,,,,,"[isolate_identified_8(61)] = '1'",,,,,,
pn_result_8,microbiology_results,,radio,"Pneumococcal result","1, Not tested/no result|2, Non-typable|3, Serotype obtained",,,,,,"[isolate_identified_8(30)] = 1",,,,,,
pn_st_8,microbiology_results,,text,Serotype,,,,,,,"[pn_result_8] = 3",,,,,,
micro_lab_8,microbiology_results,,radio,"Sent to Central Lab","1, Yes|2, No|3, Unknown",,,,,,"[micro_test_8] < 6 and [isolate_identified_8(30)] = '1'",,,,,,
pen_susceptibility_8,microbiology_results,,checkbox,"Penicillin Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_8] = 2 or [pn_result_8] = 3",,,,,,
septrin_susceptibility_8,microbiology_results,,checkbox,"Co-trimoxazole (Trimethorpim/Sulfamethoxazole) Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_8] = 2 or [pn_result_8] = 3",,,,,,
doxy_susceptibility_8,microbiology_results,,checkbox,"Doxycycline Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_8] = 2 or [pn_result_8] = 3",,,,,,
levoflox_suscept_8,microbiology_results,,checkbox,"Levofloxacin Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_8] = 2 or [pn_result_8] = 3",,,,,,
cef_susceptibility_8,microbiology_results,,checkbox,"Ceftriaxone Susceptibility","1, Unknown|2, Sensitive|3, Intermediate|4, Resistant",,,,,,"[pn_result_8] = 2 or [pn_result_8] = 3",,,,,,
pn_uat_result_8,microbiology_results,,radio,"Pneumococcal urinary antigen test result (BinaxNOW)","1, Negative|2, Positive",,,,,,"[micro_test_8] = '7'",y,,,,,
lg_uat_result_8,microbiology_results,,radio,"Legionella urinary antigen test result","1, Negative|2, Positive",,,,,,"[micro_test_8] = '8'",y,,,,,
micro_final_report_8,microbiology_results,,yesno,"Is this the final report?",,,,,,,"[micro_test_8] = '1' or [micro_test_8] = '2' or [micro_test_8] = '3' or [micro_test_8] = '4' or [micro_test_8] = '5' or [micro_test_8] = '6'",y,,,,,
micro_report_header_8,microbiology_results,,descriptive,"<div class=""red"";><i><span style=""font-weight:normal;font-color:red;font-size:112%"">If final report has not been received, mark form as unverified and amend entries if necessary, once the final report is received. ",,,,,,,"[micro_final_report_8] = '0'",,,,,,
microtest_done_9,microbiology_results,,yesno,"Add another?",,,,,,,[microtest_done_8]=1,,RH,,,,
microday_9,microbiology_results,,text,"Days from admission to Micro Test 9",,,,,,,[microtest_done_9]=1,,,,,,
micro_test_9,microbiology_results,,radio,"Microbiology Test Type","1, Blood culture|2, Sputum|3, Respiratory swab|4, Pleural fluid|5, Bronchoalveolar lavage|6, Tracheal Aspirate|7, Urinary antigen  - pneumococcus|8, Urinary antigen - legionella",,,,,,[microtest_done_9]=1,y,,,,,
micro_isolates_9,microbiology_results,,radio,"<div class=""rich-text-field-label""><p>Isolates Identified?</p> <p><span style=""font-weight: normal;"">(pathogens only)</span></p></div>","1, Yes|2, No|3, Unknown",,,,,,"[micro_test_9] = '1' or [micro_test_9] = '2' or [micro_test_9] = '3' or [micro_test_9] = '4' or [micro_test_9] = '5' or [micro_test_9] = '6'",,,,,,
isolate_identified_9,microbiology_results,,checkbox,"Isolate Name","1, Aspergillus|2, Streptococcus Agalactiae|3, Candida|4, Achromobacter Xylosoxidans|5, Bacteroides|6, Bacteroides fragilis|7, Bacteroides ovatus|8, Bacteroides uniformis|9, Burholderia cepacia|10, Citrobacter freundii complex|11, Citrobacter koseri|12, Clostridium perfringens|13, Eggerthella lenta|14, Enterobacter aerogenes|15, Enterobacter cloacae|16, Enterococcus faecalis|17, Enterococcus faecium|18, Escherichia coli|19, Haemophilus influenzae|20, Haemophilus parainfluenzae|21, Klebsiella oxytoca|22, Klebsiella pneumoniae|23, Morganella morganii|24, Peptostreptococcus anaerobius|25, Proteus mirabilis|26, Pseudomonas aeruginosa|27, Serratia marcescens|28, Staphylcoccus aureus|29, Streptococcus anginosus|30, Streptococcus pneumoniae|31, Streptococcus salivarius group|32, Stenotrophomonas maltophilia|33, Acinetobacter|34, Aspergillus niger|35, Bacillus|36, Candida albicans|37, Candida glabrata|38, Candida tropicalis|39, Coagulase negative staphylcoccus|40, Corynebacterium|41, Enterococcus|42, Gram positive coccus|43, Klebsiella|44, Legionella pneumoniae|45, MRSA|46, MSSA|47, Moraxella catarrhalis|48, Mycobacterium tuberculosis|49, Pneumocytis jirovecii|50, Pseudomonas|51, Pseudomonas fluorescens|52, Staphylcoccus|53, Staphylococcus capitis|54, Staphylococcus epidermidis|55, Staphylococcus hominis|56, Streptococcus|57, Streptococcus beta-hemolytic|58, Streptococcus pyogenes|59, Streptococcus viridans|60, Yeast|61, Other",,,,,,"[micro_isolates_9] = '1'",,,,,,
micro_other_9,microbiology_results,,text,"If other, please specify",,,,,,,"[isolate_identified_9(61)] = '1'",,,,,,
